client_id,le_id
100012836,11695677
100012839,11232148
100012854,11708751
100012855,11403839
100012864,11232580
100012907,11237705
100012911,11692096
100012912,11346402
100012922,11235583
100012923,11142259
100012924,11240290
100012925,11371920
100012945,11239026
100012951,11149714
100012955,11236861
100012974,11236271
100012991,11884445
100013004,11884635
100013005,11236336
100013019,11003003
100013021,11246295
100013030,11235986
100013033,11241634
100013035,11240142
100013043,11249868
100013063,11172646
100013069,11707898
100013085,11239252
100013090,11250171
100013094,11206686
100013115,11337489
100013124,12600660
100013174,11249256
100013254,11258121
100013298,11003705
100013306,11250652
100013310,11334781
100013334,11161778
100013434,11709473
100013443,13642650
100013514,11250781
100013530,11238893
100013533,11359736
100013558,11297684
100013577,11240341
100013652,11240535
100013704,11218734
100013705,11695683
100013719,11104087
100013735,11235174
100013739,11023679
100013741,11305484
100013833,11707842
100013862,11240335
100013863,11351505
100013885,11238899
100013891,11345309
100013894,11245935
100013898,11695545
100013903,11688382
100013905,11240894
100013989,11161778
100013995,11334740
100014014,11011712
100014023,11353307
100014027,11235632
100014029,13609715
100014075,11243772
100014077,11696049
100014121,11240450
100014124,11241139
100014135,11884063
100014180,11211077
100014188,11206885
100014209,13450731
100014362,11185551
100014396,11185551
100014546,11092788
100014570,11185551
100014681,11156266
100014696,11185551
100014710,11091346
100014767,11119252
100014887,11174556
100014917,11326150
100014919,11040270
100014920,11040295
100014922,11160216
100014923,11160949
100014924,11160952
100014925,11160947
100014977,11046570
100015013,11169710
100015021,11432792
100015026,11252286
100015127,11000295
100015155,11260703
100015181,11183538
100015216,11090769
100015259,11169721
100015261,11185283
100015277,11238897
100015310,11208751
100015319,11241742
100015320,12205885
100015343,11023600
100015358,11040671
100015363,11203738
100015378,11241552
100015396,11234020
100015471,11158682
100015472,11092602
100015629,11265665
100015656,11556750
100015752,11225830
100015760,11168035
100015773,11329878
100015779,11241745
100015832,11003283
100015846,11690660
100015850,11191886
100015859,11234913
100015860,11197943
100015920,11223333
100015943,11222058
100015958,11199928
100015997,11154598
100015999,11199912
100016036,11145852
100016041,11161535
100016047,11145895
100016060,11158996
100016064,11169050
100016073,11146034
100016080,11145902
100016090,11145912
100016096,11145915
100016106,11165562
100016111,11147089
100016114,11146544
100016115,11159386
100016116,11145924
100016119,11161541
100016123,11146227
100016130,11185761
100016134,11157226
100016135,11145975
100016136,11146278
100016139,11208568
100016145,11262330
100016149,11145928
100016152,11146088
100016157,11180345
100016159,11159049
100016160,11160300
100016164,11145977
100016168,11145979
100016171,11161539
100016174,11145953
100016177,11145956
100016178,11145960
100016180,11145962
100016181,11145959
100016186,11145964
100016201,11161537
100016202,11216606
100016203,11192239
100016204,11151554
100016205,11145930
100016208,11227761
100016210,11168481
100016212,11159081
100016213,11268767
100016217,11231768
100016227,11151570
100016229,11202597
100016231,11146042
100016232,11146044
100016233,11146045
100016236,11160154
100016247,11145984
100016248,11201490
100016250,11191378
100016252,11181332
100016265,11146084
100016267,11146085
100016281,11151518
100016282,11157867
100016285,11188247
100016297,11146054
100016300,11161542
100016302,11145999
100016303,11146014
100016304,11145997
100016309,11164288
100016311,11192238
100016312,11157866
100016313,11204149
100016315,11236749
100016325,11198811
100016327,11195393
100016336,11157124
100016346,11159077
100016348,11159089
100016355,11158928
100016356,11146003
100016359,11219069
100016361,11157213
100016363,11146002
100016367,11151440
100016371,11204696
100016372,11146009
100016380,11146091
100016381,11146092
100016382,11971503
100016387,11146093
100016557,11241815
100016578,11195733
100016580,11076484
100016587,11233169
100016614,11241831
100016622,11305508
100016639,11264004
100016675,11264532
100016678,11241816
100016729,11241679
100016747,11242318
100016793,11671500
100016846,11242357
100016859,11061486
100016869,11165807
100016895,11334435
100016942,13699794
100016970,11242958
100016971,11197631
100016978,11708070
100017010,11261684
100017025,12450608
100017048,11330868
100017056,11306629
100017060,11242404
100017073,11119264
100017079,11010761
100017100,11250329
100017112,11309669
100017113,11243416
100017135,11257995
100017172,13611947
100017294,11044265
100017332,11235746
100017373,11104158
100017374,11181928
100017397,11232479
100017414,12705404
100017421,11186862
100017492,11689333
100017525,11349230
100017531,11243286
100017533,11707485
100017538,11243112
100017572,11185551
100017595,11662881
100017621,11243114
100017622,11304434
100017625,11609460
100017760,11243456
100017787,11241526
100017788,11329143
100017843,11067606
100017873,11227203
100017931,11244381
100017932,11695221
100017938,11241283
100017942,11262019
100017946,11205262
100017960,11203623
100017961,11203617
100017972,11221845
100017984,11223909
100017985,11244759
100018003,11217793
100018049,11235217
100018066,11244855
100018067,11884410
100018172,11240465
100018195,13555343
100018209,11244832
100018239,11245073
100018245,11040384
100018252,11091903
100018255,11236754
100018256,11231890
100018257,11233847
100018259,11129833
100018262,11191611
100018269,11226116
100018272,11211011
100018275,11162372
100018276,11236757
100018277,11216127
100018278,11040327
100018413,11004171
100018415,11204775
100018416,11180955
100018432,11152900
100018438,11224734
100018441,11204665
100018453,11189821
100018454,11040021
100018455,11186039
100018459,11153803
100018460,11205038
100018462,11237256
100018463,11223555
100018466,11241864
100018468,11040560
100018469,11215776
100018470,11234965
100018471,11193849
100018472,11223256
100018473,11202774
100018499,11193848
100018501,11234751
100018502,11204768
100018503,11040319
100018504,11204790
100018505,11201264
100018506,11235640
100018510,11265762
100018575,11208748
100018617,11289301
100018752,11065032
100018758,11250832
100018786,11245715
100018787,11245576
100018788,11245505
100018812,11199036
100018864,11317844
100018881,11357113
100018895,13031108
100018959,11233842
100018962,11198144
100018971,11198144
100018977,11152402
100018978,11019716
100018979,11196415
100018981,11198211
100019002,11223949
100019006,11225457
100019007,11226309
100019008,11223548
100019012,11053236
100019024,11246151
100019037,11227317
100019038,11187114
100019039,11180020
100019048,11201557
100019053,11217860
100019056,11208437
100019065,11208802
100019067,11236798
100019068,11231986
100019086,11246050
100019093,11217207
100019099,13699053
100019129,11277790
100019172,11246411
100019173,11246364
100019191,11218322
100019197,11241716
100019206,11218072
100019210,11212341
100019214,13685405
100019215,11221078
100019219,11160186
100019221,11171071
100019222,11187900
100019235,11246204
100019237,11227339
100019239,11204680
100019246,11203505
100019250,11222152
100019255,11210742
100019257,11201483
100019263,11216170
100019264,11182391
100019265,11194240
100019266,11585206
100019283,11194111
100019288,11232675
100019290,11203707
100019295,11222504
100019301,11207645
100019303,11246836
100019478,11246302
100019481,11130979
100019491,11040621
100019492,11243426
100019495,11196405
100019499,11240867
100019500,11231762
100019508,11245342
100019628,11198122
100019630,11162549
100019634,11199697
100019641,11202282
100019662,11025568
100019664,11067619
100019670,11232725
100019675,11021074
100019679,11130090
100019680,11021034
100019689,11204532
100019698,11235916
100019710,11246754
100019720,11198413
100019729,11252292
100019735,11200425
100019736,11152900
100019737,11189459
100019744,11619932
100019786,11174073
100019888,11801210
100019911,11231326
100019912,11211199
100019913,11165427
100019925,11356633
100019933,11202768
100019934,11198813
100019935,11235314
100019936,11248829
100019938,11180300
100019939,11180209
100019940,11230603
100019947,11544375
100019949,11176315
100019950,11201558
100019951,11198813
100019952,11211697
100019953,11180321
100019961,11270558
100019965,11241776
100019966,11040281
100019967,11231700
100019985,11245817
100019996,11166366
100019999,11181741
100020001,11234115
100020013,11217933
100020016,11197773
100020027,11236672
100020030,11199698
100020032,11163523
